rowid,pl_name,pl_rade,disc_year,disc_telescope,pl_orbper
8050,Kepler-108 b,9.56,2014,0.95 m Kepler Telescope,49.18354
8051,Kepler-108 b,3.9,2014,0.95 m Kepler Telescope,49.18431
8052,Kepler-108 c,8.15,2014,0.95 m Kepler Telescope,190.3216564
8053,Kepler-108 c,7.78,2014,0.95 m Kepler Telescope,190.3200468
8054,Kepler-108 c,8.18,2014,0.95 m Kepler Telescope,190.323494
8058,Kepler-108 c,3.4,2014,0.95 m Kepler Telescope,190.3134
8059,Kepler-108 c,8.23,2014,0.95 m Kepler Telescope,190.3214
8061,Kepler-108 c,7.8,2014,0.95 m Kepler Telescope,190.3216564
8063,Kepler-1080 b,4.02,2016,0.95 m Kepler Telescope,77.2548396
8065,Kepler-1080 b,3.7,2016,0.95 m Kepler Telescope,77.2550726
8067,Kepler-1080 b,3.63,2016,0.95 m Kepler Telescope,77.2557
8069,Kepler-1080 b,3.28,2016,0.95 m Kepler Telescope,77.2548396
8073,Kepler-1081 b,0.93,2016,0.95 m Kepler Telescope,3.85690686
8074,Kepler-1081 b,1.01,2016,0.95 m Kepler Telescope,3.856918547
8075,Kepler-1081 b,1.88,2016,0.95 m Kepler Telescope,3.856918547
8078,Kepler-1081 b,0.994,2016,0.95 m Kepler Telescope,3.856918547
8079,Kepler-1081 b,2.0,2016,0.95 m Kepler Telescope,3.856874
8083,Kepler-1082 b,1.23,2016,0.95 m Kepler Telescope,1.54320541
8085,Kepler-1082 b,1.12,2016,0.95 m Kepler Telescope,1.543206604
8086,Kepler-1082 b,1.02,2016,0.95 m Kepler Telescope,1.543198
8087,Kepler-1082 b,0.8,2016,0.95 m Kepler Telescope,1.543206604
8090,Kepler-1082 b,1.281,2016,0.95 m Kepler Telescope,1.543206604
8093,Kepler-1083 b,3.22,2016,0.95 m Kepler Telescope,33.4177993
8095,Kepler-1083 b,3.36,2016,0.95 m Kepler Telescope,33.4177993
8097,Kepler-1083 b,3.13,2016,0.95 m Kepler Telescope,33.4178173
8099,Kepler-1083 b,2.3,2016,0.95 m Kepler Telescope,33.41832
8103,Kepler-1084 b,1.14,2016,0.95 m Kepler Telescope,2.05333679
8106,Kepler-1084 b,1.11,2016,0.95 m Kepler Telescope,2.05333679
8107,Kepler-1084 b,1.42,2016,0.95 m Kepler Telescope,2.053352
8108,Kepler-1084 b,1.44,2016,0.95 m Kepler Telescope,2.053341891
8111,Kepler-1085 b,7.22,2016,0.95 m Kepler Telescope,219.3217528
8112,Kepler-1085 b,6.43,2016,0.95 m Kepler Telescope,219.3217528
8115,Kepler-1085 b,6.334,2016,0.95 m Kepler Telescope,219.3217528
8118,Kepler-1085 b,6.11,2016,0.95 m Kepler Telescope,219.3215562
8121,Kepler-1085 c,3.078,2020,0.95 m Kepler Telescope,56.777229
8122,Kepler-1085 c,3.21,2020,0.95 m Kepler Telescope,56.7769831
8125,Kepler-1085 c,3.12,2020,0.95 m Kepler Telescope,56.777229
8128,Kepler-1085 c,2.92,2020,0.95 m Kepler Telescope,56.77673
8129,Kepler-1085 c,3.26817741,2020,0.95 m Kepler Telescope,56.7771
8131,Kepler-1086 b,1.73,2016,0.95 m Kepler Telescope,18.78423
8132,Kepler-1086 b,2.27,2016,0.95 m Kepler Telescope,18.78425728
8133,Kepler-1086 b,2.14,2016,0.95 m Kepler Telescope,18.78429232
8136,Kepler-1086 b,2.44,2016,0.95 m Kepler Telescope,18.78425728
8140,Kepler-1086 c,2.94,2016,0.95 m Kepler Telescope,161.5163345
8141,Kepler-1086 c,2.74,2016,0.95 m Kepler Telescope,161.5163345
8146,Kepler-1086 c,2.88,2016,0.95 m Kepler Telescope,161.515617
8151,Kepler-1087 b,0.82,2016,0.95 m Kepler Telescope,0.693842855
8152,Kepler-1087 b,0.83,2016,0.95 m Kepler Telescope,0.693842661
8154,Kepler-1087 b,0.683,2016,0.95 m Kepler Telescope,0.693842855
8155,Kepler-1087 b,0.61,2016,0.95 m Kepler Telescope,0.693842855
8156,Kepler-1087 b,0.66,2016,0.95 m Kepler Telescope,0.6938521
8159,Kepler-1088 b,1.36,2016,0.95 m Kepler Telescope,23.12748644
8161,Kepler-1088 b,1.44,2016,0.95 m Kepler Telescope,23.1274171
8163,Kepler-1088 b,1.42,2016,0.95 m Kepler Telescope,23.12748644
8165,Kepler-1088 b,1.298,2016,0.95 m Kepler Telescope,23.12748644
8166,Kepler-1088 b,1.6,2016,0.95 m Kepler Telescope,23.1276
8170,Kepler-1089 b,1.85,2016,0.95 m Kepler Telescope,5.132485618
8172,Kepler-1089 b,1.5,2016,0.95 m Kepler Telescope,5.132541
8174,Kepler-1089 b,1.69,2016,0.95 m Kepler Telescope,5.132486123
8176,Kepler-1089 b,1.83,2016,0.95 m Kepler Telescope,5.132485618
8178,Kepler-1089 b,1.69,2016,0.95 m Kepler Telescope,5.13
8181,Kepler-109 b,2.29,2014,0.95 m Kepler Telescope,6.481628092
8183,Kepler-109 b,2.37,2014,0.95 m Kepler Telescope,6.481628092
8185,Kepler-109 b,2.329,2014,0.95 m Kepler Telescope,6.481628092
8189,Kepler-109 b,2.54,2014,0.95 m Kepler Telescope,6.481633073
8190,Kepler-109 b,2.37,2014,0.95 m Kepler Telescope,6.48163
8192,Kepler-109 b,2.338,2014,0.95 m Kepler Telescope,6.481637
8193,Kepler-109 b,2.49,2014,0.95 m Kepler Telescope,6.4816307
8194,Kepler-109 b,2.64,2014,0.95 m Kepler Telescope,6.481674
8196,Kepler-109 c,2.52,2014,0.95 m Kepler Telescope,21.22258525
8198,Kepler-109 c,2.5,2014,0.95 m Kepler Telescope,21.22258525
8200,Kepler-109 c,2.48,2014,0.95 m Kepler Telescope,21.22261195
8202,Kepler-109 c,2.539,2014,0.95 m Kepler Telescope,21.22258525
8206,Kepler-109 c,2.52,2014,0.95 m Kepler Telescope,21.2227
8207,Kepler-109 c,2.634,2014,0.95 m Kepler Telescope,21.22262
8208,Kepler-109 c,2.65,2014,0.95 m Kepler Telescope,21.22265
8209,Kepler-109 c,2.71,2014,0.95 m Kepler Telescope,21.222534
8211,Kepler-1090 b,2.25,2016,0.95 m Kepler Telescope,198.680179
8212,Kepler-1090 b,2.51,2016,0.95 m Kepler Telescope,198.680179
8215,Kepler-1090 b,2.79,2016,0.95 m Kepler Telescope,198.680859
8216,Kepler-1090 b,2.75,2016,0.95 m Kepler Telescope,198.680179
8222,Kepler-1090 c,3.08,2021,0.95 m Kepler Telescope,42.4267342
8224,Kepler-1090 c,2.8,2021,0.95 m Kepler Telescope,42.42548
8225,Kepler-1090 c,3.44,2021,0.95 m Kepler Telescope,42.4269647
8226,Kepler-1090 c,3.367,2021,0.95 m Kepler Telescope,42.4267342
8228,Kepler-1090 c,3.29265785,2021,0.95 m Kepler Telescope,42.42720032
8230,Kepler-1091 b,1.46,2016,0.95 m Kepler Telescope,1.434741564
8231,Kepler-1091 b,1.11,2016,0.95 m Kepler Telescope,1.434779
8233,Kepler-1091 b,1.09,2016,0.95 m Kepler Telescope,1.434741564
8236,Kepler-1091 b,1.5,2016,0.95 m Kepler Telescope,1.434745129
8239,Kepler-1092 b,2.15,2016,0.95 m Kepler Telescope,58.6017925
8240,Kepler-1092 b,2.07,2016,0.95 m Kepler Telescope,58.6017925
8244,Kepler-1092 b,2.3,2016,0.95 m Kepler Telescope,58.6003
8248,Kepler-1092 b,2.06,2016,0.95 m Kepler Telescope,58.601926
8249,Kepler-1093 b,2.26,2016,0.95 m Kepler Telescope,25.0823402
8250,Kepler-1093 b,1.95,2016,0.95 m Kepler Telescope,25.0824626
8251,Kepler-1093 b,2.03,2016,0.95 m Kepler Telescope,25.0824626
8253,Kepler-1093 b,2.352,2016,0.95 m Kepler Telescope,25.0824626
8257,Kepler-1093 b,2.1,2016,0.95 m Kepler Telescope,25.08272
8259,Kepler-1093 c,2.08,2016,0.95 m Kepler Telescope,89.722292
8261,Kepler-1093 c,1.96,2016,0.95 m Kepler Telescope,89.722292
8265,Kepler-1093 c,2.399,2016,0.95 m Kepler Telescope,89.722292
8266,Kepler-1093 c,2.21,2016,0.95 m Kepler Telescope,89.7224125
8268,Kepler-1094 b,2.8,2016,0.95 m Kepler Telescope,78.0971
8269,Kepler-1094 b,2.65,2016,0.95 m Kepler Telescope,78.1000231
8272,Kepler-1094 b,3.37,2016,0.95 m Kepler Telescope,78.0998908
8275,Kepler-1094 b,3.18,2016,0.95 m Kepler Telescope,78.1000231
8278,Kepler-1095 b,1.24,2016,0.95 m Kepler Telescope,4.27103091
8280,Kepler-1095 b,1.29,2016,0.95 m Kepler Telescope,4.271024
8284,Kepler-1095 b,1.21,2016,0.95 m Kepler Telescope,4.27103091
8285,Kepler-1095 b,1.22,2016,0.95 m Kepler Telescope,4.27103727
8286,Kepler-1096 b,1.17,2016,0.95 m Kepler Telescope,2.892217506
8289,Kepler-1096 b,1.17,2016,0.95 m Kepler Telescope,2.892219
8290,Kepler-1096 b,1.24,2016,0.95 m Kepler Telescope,2.892217506
8294,Kepler-1096 b,1.31,2016,0.95 m Kepler Telescope,2.892216772
8295,Kepler-1097 b,2.95,2016,0.95 m Kepler Telescope,187.746606
8300,Kepler-1097 b,3.12,2016,0.95 m Kepler Telescope,187.747029
8303,Kepler-1097 b,3.6,2016,0.95 m Kepler Telescope,187.7465
8304,Kepler-1097 b,3.26,2016,0.95 m Kepler Telescope,187.747029
8305,Kepler-1098 b,1.13,2016,0.95 m Kepler Telescope,2.543072855
8307,Kepler-1098 b,1.24,2016,0.95 m Kepler Telescope,2.543066
8308,Kepler-1098 b,1.3,2016,0.95 m Kepler Telescope,2.543072855
8311,Kepler-1098 b,1.26,2016,0.95 m Kepler Telescope,2.543063763
8315,Kepler-1099 b,2.41,2016,0.95 m Kepler Telescope,2.168451063
8318,Kepler-1099 b,2.83,2016,0.95 m Kepler Telescope,2.168452593
8319,Kepler-1099 b,3.11,2016,0.95 m Kepler Telescope,2.168452593
8320,Kepler-1099 b,3.0,2016,0.95 m Kepler Telescope,2.168446
8324,Kepler-11 b,1.71,2010,0.95 m Kepler Telescope,10.304
8325,Kepler-11 b,1.8,2010,0.95 m Kepler Telescope,10.3039
8326,Kepler-11 b,1.85,2010,0.95 m Kepler Telescope,10.30400497
8329,Kepler-11 b,1.92,2010,0.95 m Kepler Telescope,10.30400497
8332,Kepler-11 b,1.72,2010,0.95 m Kepler Telescope,10.303995
8333,Kepler-11 b,1.84,2010,0.95 m Kepler Telescope,10.30401132
8338,Kepler-11 b,1.97,2010,0.95 m Kepler Telescope,10.30375
8341,Kepler-11 c,2.94,2010,0.95 m Kepler Telescope,13.02492819
8342,Kepler-11 c,2.73,2010,0.95 m Kepler Telescope,13.025
8344,Kepler-11 c,2.87,2010,0.95 m Kepler Telescope,13.0241
8345,Kepler-11 c,3.051,2010,0.95 m Kepler Telescope,13.02492819
8346,Kepler-11 c,2.88,2010,0.95 m Kepler Telescope,13.02493307
8352,Kepler-11 c,2.88,2010,0.95 m Kepler Telescope,13.024877
8354,Kepler-11 c,3.15,2010,0.95 m Kepler Telescope,13.02502
8357,Kepler-11 c,3.02,2010,0.95 m Kepler Telescope,13.02492819
8359,Kepler-11 d,3.26,2010,0.95 m Kepler Telescope,22.68714105
8361,Kepler-11 d,3.382,2010,0.95 m Kepler Telescope,22.68714105
8364,Kepler-11 d,3.2,2010,0.95 m Kepler Telescope,22.687123
8367,Kepler-11 d,3.3,2010,0.95 m Kepler Telescope,22.687
8368,Kepler-11 d,3.12,2010,0.95 m Kepler Telescope,22.6845
8369,Kepler-11 d,3.43,2010,0.95 m Kepler Telescope,22.68719
8370,Kepler-11 d,3.37,2010,0.95 m Kepler Telescope,22.68714105
8371,Kepler-11 d,2.97,2010,0.95 m Kepler Telescope,22.687
8372,Kepler-11 d,3.2,2010,0.95 m Kepler Telescope,22.687155
8377,Kepler-11 e,3.89,2010,0.95 m Kepler Telescope,31.99550624
8382,Kepler-11 e,4.52,2010,0.95 m Kepler Telescope,31.9959
8383,Kepler-11 e,4.037,2010,0.95 m Kepler Telescope,31.99550624
8386,Kepler-11 e,3.98,2010,0.95 m Kepler Telescope,31.995
8387,Kepler-11 e,4.18,2010,0.95 m Kepler Telescope,31.995467
8388,Kepler-11 e,4.0,2010,0.95 m Kepler Telescope,31.995
8389,Kepler-11 e,3.94,2010,0.95 m Kepler Telescope,31.99550624
8390,Kepler-11 e,4.12,2010,0.95 m Kepler Telescope,31.99552485
8392,Kepler-11 e,4.19,2010,0.95 m Kepler Telescope,31.9996
8393,Kepler-11 f,2.43,2010,0.95 m Kepler Telescope,46.68641
8396,Kepler-11 f,2.845,2010,0.95 m Kepler Telescope,46.6858024
8397,Kepler-11 f,2.74,2010,0.95 m Kepler Telescope,46.6858024
8398,Kepler-11 f,2.52,2010,0.95 m Kepler Telescope,46.6856205
8399,Kepler-11 f,2.37,2010,0.95 m Kepler Telescope,46.686
8402,Kepler-11 f,2.6,2010,0.95 m Kepler Telescope,46.686
8407,Kepler-11 f,2.49,2010,0.95 m Kepler Telescope,46.6888
8408,Kepler-11 f,2.61,2010,0.95 m Kepler Telescope,46.68876
8409,Kepler-11 f,2.79,2010,0.95 m Kepler Telescope,46.6858024
8411,Kepler-11 g,3.46,2010,0.95 m Kepler Telescope,118.378379
8412,Kepler-11 g,3.66,2010,0.95 m Kepler Telescope,118.37774
8414,Kepler-11 g,3.38,2010,0.95 m Kepler Telescope,118.37815
8417,Kepler-11 g,3.49,2010,0.95 m Kepler Telescope,118.378379
8419,Kepler-11 g,3.4,2010,0.95 m Kepler Telescope,118.3786735
8420,Kepler-11 g,3.588,2010,0.95 m Kepler Telescope,118.378379
8423,Kepler-11 g,3.33,2010,0.95 m Kepler Telescope,118.3807
8427,Kepler-110 b,2.96,2014,0.95 m Kepler Telescope,12.69105209
8428,Kepler-110 b,2.57,2014,0.95 m Kepler Telescope,12.69104387
8429,Kepler-110 b,1.985,2014,0.95 m Kepler Telescope,12.69105209
8433,Kepler-110 b,2.39,2014,0.95 m Kepler Telescope,12.69105209
8437,Kepler-110 b,1.83,2014,0.95 m Kepler Telescope,12.691112
8438,Kepler-110 b,3.01,2014,0.95 m Kepler Telescope,12.69115
8441,Kepler-110 c,2.37,2014,0.95 m Kepler Telescope,31.71982498
8442,Kepler-110 c,3.54,2014,0.95 m Kepler Telescope,31.71982498
8445,Kepler-110 c,3.59,2014,0.95 m Kepler Telescope,31.71987
8448,Kepler-110 c,2.21,2014,0.95 m Kepler Telescope,31.719775
8449,Kepler-110 c,2.87,2014,0.95 m Kepler Telescope,31.71982498
8450,Kepler-110 c,3.09,2014,0.95 m Kepler Telescope,31.71981013
8451,Kepler-1100 b,1.28,2016,0.95 m Kepler Telescope,6.42200058
8452,Kepler-1100 b,1.3,2016,0.95 m Kepler Telescope,6.42200058
8454,Kepler-1100 b,1.36,2016,0.95 m Kepler Telescope,6.421928
8458,Kepler-1100 b,1.25,2016,0.95 m Kepler Telescope,6.42199919
8460,Kepler-1100 b,1.75,2016,0.95 m Kepler Telescope,6.42200058
8463,Kepler-1101 b,2.2,2016,0.95 m Kepler Telescope,81.317
8464,Kepler-1101 b,2.55,2016,0.95 m Kepler Telescope,81.3153052
8465,Kepler-1101 b,2.47,2016,0.95 m Kepler Telescope,81.3151059
8467,Kepler-1101 b,2.22,2016,0.95 m Kepler Telescope,81.3151059
8471,Kepler-1102 b,3.13,2016,0.95 m Kepler Telescope,51.3285623
8472,Kepler-1102 b,2.66,2016,0.95 m Kepler Telescope,51.3285623
8474,Kepler-1102 b,3.06,2016,0.95 m Kepler Telescope,51.3283527
8477,Kepler-1102 b,3.4,2016,0.95 m Kepler Telescope,51.3292
8482,Kepler-1103 b,2.02,2016,0.95 m Kepler Telescope,19.79243
8483,Kepler-1103 b,2.04,2016,0.95 m Kepler Telescope,19.79191978
8488,Kepler-1103 b,2.27,2016,0.95 m Kepler Telescope,19.79191978
8489,Kepler-1103 b,3.228,2016,0.95 m Kepler Telescope,19.79191978
8490,Kepler-1103 b,2.58,2016,0.95 m Kepler Telescope,19.7919389
8492,Kepler-1104 b,1.55,2016,0.95 m Kepler Telescope,5.03728033
8493,Kepler-1104 b,1.296,2016,0.95 m Kepler Telescope,5.03728015
8494,Kepler-1104 b,1.07,2016,0.95 m Kepler Telescope,5.03728015
8497,Kepler-1104 b,1.23,2016,0.95 m Kepler Telescope,5.03728015
8500,Kepler-1104 b,1.14,2016,0.95 m Kepler Telescope,5.037282
8502,Kepler-1105 b,1.33,2016,0.95 m Kepler Telescope,4.421539
8503,Kepler-1105 b,2.19,2016,0.95 m Kepler Telescope,4.421566535
8504,Kepler-1105 b,1.92,2016,0.95 m Kepler Telescope,4.421572182
8511,Kepler-1105 b,2.01,2016,0.95 m Kepler Telescope,4.421572182
8513,Kepler-1106 b,1.39,2016,0.95 m Kepler Telescope,1.252752174
8516,Kepler-1106 b,1.48,2016,0.95 m Kepler Telescope,1.2527398
8519,Kepler-1106 b,1.65,2016,0.95 m Kepler Telescope,1.252752174
8520,Kepler-1106 b,2.44,2016,0.95 m Kepler Telescope,1.252753881
8521,Kepler-1107 b,1.38,2016,0.95 m Kepler Telescope,0.571038518
8522,Kepler-1107 b,1.34,2016,0.95 m Kepler Telescope,0.571038518
8523,Kepler-1107 b,1.31,2016,0.95 m Kepler Telescope,0.5710391
8524,Kepler-1107 b,1.65,2016,0.95 m Kepler Telescope,0.571038347
8526,Kepler-1107 b,1.236,2016,0.95 m Kepler Telescope,0.571038518
8531,Kepler-1108 b,1.39,2016,0.95 m Kepler Telescope,4.51005748
8533,Kepler-1108 b,1.46,2016,0.95 m Kepler Telescope,4.51005748
8534,Kepler-1108 b,1.74,2016,0.95 m Kepler Telescope,4.51005082
8535,Kepler-1108 b,1.39,2016,0.95 m Kepler Telescope,4.510142
8539,Kepler-1109 b,1.77,2016,0.95 m Kepler Telescope,37.6467384
8545,Kepler-1109 b,1.67,2016,0.95 m Kepler Telescope,37.64617
8547,Kepler-1109 b,2.19,2016,0.95 m Kepler Telescope,37.6467384
8548,Kepler-1109 b,5.37,2016,0.95 m Kepler Telescope,37.6468519
8549,Kepler-111 b,1.49,2014,0.95 m Kepler Telescope,3.34184
8551,Kepler-111 b,1.82,2014,0.95 m Kepler Telescope,3.341802938
8552,Kepler-111 b,1.75,2014,0.95 m Kepler Telescope,3.341802938
8553,Kepler-111 b,1.691,2014,0.95 m Kepler Telescope,3.341802938
8556,Kepler-111 b,1.58,2014,0.95 m Kepler Telescope,3.341815
8560,Kepler-111 b,1.67,2014,0.95 m Kepler Telescope,3.341799486
8561,Kepler-111 c,7.0840758,2014,0.95 m Kepler Telescope,224.77833
8563,Kepler-111 c,7.34,2014,0.95 m Kepler Telescope,224.79712
8564,Kepler-111 c,7.3,2014,0.95 m Kepler Telescope,224.784608
8565,Kepler-111 c,7.52,2014,0.95 m Kepler Telescope,224.7782093
8566,Kepler-111 c,7.258,2014,0.95 m Kepler Telescope,224.7782093
8570,Kepler-111 c,7.84,2014,0.95 m Kepler Telescope,224.7782093
8572,Kepler-111 c,7.67,2014,0.95 m Kepler Telescope,224.7789355
8576,Kepler-1110 b,2.34,2016,0.95 m Kepler Telescope,9.69312032
8580,Kepler-1110 b,2.12,2016,0.95 m Kepler Telescope,9.69310837
8581,Kepler-1110 b,2.4,2016,0.95 m Kepler Telescope,9.69323
8583,Kepler-1110 b,2.66,2016,0.95 m Kepler Telescope,9.69312032
8585,Kepler-1111 b,1.77,2016,0.95 m Kepler Telescope,8.79618433
8586,Kepler-1111 b,1.88,2016,0.95 m Kepler Telescope,8.79617863
8587,Kepler-1111 b,1.77,2016,0.95 m Kepler Telescope,8.79631
8593,Kepler-1111 b,2.0,2016,0.95 m Kepler Telescope,8.79617863
8594,Kepler-1112 b,2.55,2016,0.95 m Kepler Telescope,14.36267939
8595,Kepler-1112 b,2.6,2016,0.95 m Kepler Telescope,14.36274
8598,Kepler-1112 b,3.02,2016,0.95 m Kepler Telescope,14.36267939
8600,Kepler-1112 b,2.31,2016,0.95 m Kepler Telescope,14.36270451
8604,Kepler-1113 b,2.3,2016,0.95 m Kepler Telescope,42.3002
8605,Kepler-1113 b,2.32,2016,0.95 m Kepler Telescope,42.3004954
8606,Kepler-1113 b,2.81,2016,0.95 m Kepler Telescope,42.3004954
8607,Kepler-1113 b,2.54,2016,0.95 m Kepler Telescope,42.3006282
8614,Kepler-1114 b,1.359,2016,0.95 m Kepler Telescope,14.97435694
8615,Kepler-1114 b,2.81,2016,0.95 m Kepler Telescope,14.97441
8617,Kepler-1114 b,1.35,2016,0.95 m Kepler Telescope,14.97435694
8618,Kepler-1114 b,1.5,2016,0.95 m Kepler Telescope,14.97435694
8622,Kepler-1114 b,1.28,2016,0.95 m Kepler Telescope,14.97436238
8627,Kepler-1115 b,1.7,2016,0.95 m Kepler Telescope,23.5540725
8628,Kepler-1115 b,2.17,2016,0.95 m Kepler Telescope,23.5540725
8630,Kepler-1115 b,2.33,2016,0.95 m Kepler Telescope,23.5541012
8632,Kepler-1115 b,2.4,2016,0.95 m Kepler Telescope,23.55539
8635,Kepler-1116 b,2.37,2016,0.95 m Kepler Telescope,41.6977827
8638,Kepler-1116 b,2.26,2016,0.95 m Kepler Telescope,41.6977582
8643,Kepler-1116 b,2.54,2016,0.95 m Kepler Telescope,41.6977827
8644,Kepler-1116 b,2.53,2016,0.95 m Kepler Telescope,41.6981
8646,Kepler-1117 b,1.01,2016,0.95 m Kepler Telescope,4.79028459
8647,Kepler-1117 b,1.01,2016,0.95 m Kepler Telescope,4.79029482
8650,Kepler-1117 b,1.14,2016,0.95 m Kepler Telescope,4.790278
8651,Kepler-1117 b,1.037,2016,0.95 m Kepler Telescope,4.79028459
8653,Kepler-1117 b,1.11,2016,0.95 m Kepler Telescope,4.79028459
8655,Kepler-1118 b,2.45,2016,0.95 m Kepler Telescope,38.6715843
8658,Kepler-1118 b,2.56,2016,0.95 m Kepler Telescope,38.6715075
8660,Kepler-1118 b,4.32,2016,0.95 m Kepler Telescope,38.66952
8662,Kepler-1118 b,2.74,2016,0.95 m Kepler Telescope,38.6715075
8665,Kepler-1119 b,1.8,2016,0.95 m Kepler Telescope,8.32651854
8668,Kepler-1119 b,1.68,2016,0.95 m Kepler Telescope,8.3265153
8669,Kepler-1119 b,1.69,2016,0.95 m Kepler Telescope,8.32649
8670,Kepler-1119 b,1.92,2016,0.95 m Kepler Telescope,8.3265153
8674,Kepler-112 b,2.72,2014,0.95 m Kepler Telescope,8.408876951
8677,Kepler-112 b,2.36,2014,0.95 m Kepler Telescope,8.408878
8678,Kepler-112 b,2.28,2014,0.95 m Kepler Telescope,8.408878137
8679,Kepler-112 b,3.5,2014,0.95 m Kepler Telescope,8.408916
8681,Kepler-112 b,2.43,2014,0.95 m Kepler Telescope,8.408876951
8685,Kepler-112 b,2.576,2014,0.95 m Kepler Telescope,8.408876951
8686,Kepler-112 c,2.653,2014,0.95 m Kepler Telescope,28.5742649
8687,Kepler-112 c,2.8,2014,0.95 m Kepler Telescope,28.5742649
8688,Kepler-112 c,2.32,2014,0.95 m Kepler Telescope,28.5742692
8692,Kepler-112 c,2.4,2014,0.95 m Kepler Telescope,28.574263
8695,Kepler-112 c,3.7,2014,0.95 m Kepler Telescope,28.57414
8696,Kepler-112 c,2.52,2014,0.95 m Kepler Telescope,28.5742649
8698,Kepler-1120 b,1.51,2016,0.95 m Kepler Telescope,2.949029052
8699,Kepler-1120 b,1.38,2016,0.95 m Kepler Telescope,2.949029052
8701,Kepler-1120 b,1.5,2016,0.95 m Kepler Telescope,2.949017
8704,Kepler-1120 b,1.48,2016,0.95 m Kepler Telescope,2.949029106
8707,Kepler-1121 b,1.53,2016,0.95 m Kepler Telescope,13.15127
8709,Kepler-1121 b,1.7,2016,0.95 m Kepler Telescope,13.15141081
8711,Kepler-1121 b,1.91,2016,0.95 m Kepler Telescope,13.15141081
8713,Kepler-1121 b,1.711,2016,0.95 m Kepler Telescope,13.15141081
8717,Kepler-1121 b,1.87,2016,0.95 m Kepler Telescope,13.15140223
8718,Kepler-1122 b,2.35,2016,0.95 m Kepler Telescope,42.1918331
8722,Kepler-1122 b,2.01,2016,0.95 m Kepler Telescope,42.1917357
8724,Kepler-1122 b,2.04,2016,0.95 m Kepler Telescope,42.1917357
8727,Kepler-1122 b,2.04,2016,0.95 m Kepler Telescope,42.19301
8728,Kepler-1123 b,2.11,2016,0.95 m Kepler Telescope,4.3394569
8730,Kepler-1123 b,1.67,2016,0.95 m Kepler Telescope,4.33946454
8731,Kepler-1123 b,1.69,2016,0.95 m Kepler Telescope,4.33946454
8735,Kepler-1123 b,1.46,2016,0.95 m Kepler Telescope,4.33946
8737,Kepler-1124 b,3.3,2016,0.95 m Kepler Telescope,2.852375
8738,Kepler-1124 b,1.79,2016,0.95 m Kepler Telescope,2.852348975
8740,Kepler-1124 b,1.66,2016,0.95 m Kepler Telescope,2.852348262
8742,Kepler-1124 b,1.97,2016,0.95 m Kepler Telescope,2.85
8745,Kepler-1124 b,1.28,2016,0.95 m Kepler Telescope,2.852348975
8747,Kepler-1125 b,1.58,2016,0.95 m Kepler Telescope,17.6700642
8750,Kepler-1125 b,2.89,2016,0.95 m Kepler Telescope,17.6700291
8752,Kepler-1125 b,1.78,2016,0.95 m Kepler Telescope,17.67089
8755,Kepler-1125 b,1.84,2016,0.95 m Kepler Telescope,17.6700642
8756,Kepler-1126 b,1.58,2016,0.95 m Kepler Telescope,108.593329
8759,Kepler-1126 b,1.68,2016,0.95 m Kepler Telescope,108.593113
8761,Kepler-1126 b,1.705,2016,0.95 m Kepler Telescope,108.593329
8762,Kepler-1126 b,1.73,2016,0.95 m Kepler Telescope,108.593329
8765,Kepler-1126 b,1.89,2016,0.95 m Kepler Telescope,108.593
8768,Kepler-1126 c,1.45,2023,0.95 m Kepler Telescope,199.66876
8769,Kepler-1126 c,1.54,2023,0.95 m Kepler Telescope,199.664537
8770,Kepler-1126 c,1.68200004,2023,0.95 m Kepler Telescope,199.6679993
8773,Kepler-1126 c,1.659,2023,0.95 m Kepler Telescope,199.664537
8775,Kepler-1127 b,1.58,2016,0.95 m Kepler Telescope,5.12330347
8778,Kepler-1127 b,1.33,2016,0.95 m Kepler Telescope,5.123338
8779,Kepler-1127 b,1.65,2016,0.95 m Kepler Telescope,5.1233204
8783,Kepler-1127 b,1.96,2016,0.95 m Kepler Telescope,5.12330347
8784,Kepler-1128 b,3.59,2016,0.95 m Kepler Telescope,61.6178167
8787,Kepler-1128 b,3.36,2016,0.95 m Kepler Telescope,61.6174528
8788,Kepler-1128 b,3.65,2016,0.95 m Kepler Telescope,61.6178167
8789,Kepler-1128 b,3.2,2016,0.95 m Kepler Telescope,61.61929
8793,Kepler-1129 b,2.98,2016,0.95 m Kepler Telescope,24.3397804
8796,Kepler-1129 b,5.09,2016,0.95 m Kepler Telescope,24.3398202
8797,Kepler-1129 b,2.96,2016,0.95 m Kepler Telescope,24.3397804
8799,Kepler-1129 b,3.5,2016,0.95 m Kepler Telescope,24.34003
8802,Kepler-1129 b,2.699,2016,0.95 m Kepler Telescope,24.3397804
8804,Kepler-1129 c,2.75,2016,0.95 m Kepler Telescope,76.5369586
8806,Kepler-1129 c,2.491,2016,0.95 m Kepler Telescope,76.5369586
8807,Kepler-1129 c,3.73,2016,0.95 m Kepler Telescope,76.5369531
8813,Kepler-1129 c,2.73,2016,0.95 m Kepler Telescope,76.5369586
8816,Kepler-113 b,2.001,2014,0.95 m Kepler Telescope,4.75400115
8817,Kepler-113 b,2.07,2014,0.95 m Kepler Telescope,4.753994
8820,Kepler-113 b,2.0,2014,0.95 m Kepler Telescope,4.75400072
8821,Kepler-113 b,1.82,2014,0.95 m Kepler Telescope,4.754
